"navn","addresse","Org_nr","Sektor","godkjenning","lat","lng","postal_town","administrative_area_level_2","administrative_area_level_1","political","DVH_regioner_2019","Kommunenavn_2020"
"Ola Kaurstad","Øvre Nordheradsvegen 486 , 2680 VÅGÅ","Org. nr. 915 754 775","Økologisk landbruksproduksjon","Gyldig fra 18.01.2021 til 30.12.2021",61.8718606,9.0248097,"Vågå","Vågå","Innlandet","none","Vestre Østland DVH","VÅGÅ"
"Olaf Ellingsen AS","Postboks 64 Bønes , 5849 BERGEN","Org. nr. 911 409 488","Foredling, import og omsetning","Gyldig fra 18.11.2020 til 30.12.2021",60.3912628,5.3220544,0,0,"none","none","#N/A","#N/A"
"Olaisen Monica","Storbekkvn.6 , 9360 BARDU","Org. nr. 991 838 155","Foredling, import og omsetning","Gyldig fra 19.04.2020 til 30.12.2021",68.8952765,18.3890212,0,"Bardu","Troms og Finnmark","none","Nord Norge DVH","BARDU"
"Oland Gunnar Bjørgulv","Homdrom, 152 Gjøvdal , 4865 ÅMLI","Org. nr. 870 557 922","Økologisk landbruksproduksjon","Gyldig fra 09.08.2020 til 30.12.2021",58.8334433,8.3985866,"Åmli","Åmli","Agder","none","Vest Norge DVH","ÅMLI"
"Olav Aakre AS","Kjoselvmoen 84 , 9027 RAMFJORDBOTN","Org. nr. 910 009 974","Foredling, import og omsetning","Gyldig fra 08.12.2020 til 30.12.2021",69.567042,19.1449716,"Tromsdalen","Tromsø","Troms og Finnmark","none","Nord Norge DVH","TROMSØ"
"Olavsbråten Veslemøy Halsen","Søndre Olavsbråten , 3536 NORESUND","Org. nr. 913 042 972","Foredling, import og omsetning","Gyldig fra 28.10.2020 til 30.12.2021",60.2359084,9.6381658,"Noresund","Krødsherad","Viken","none","VIKEN","KRØDSHERAD"
"Ole Vilnes","Herlandsvegen 597 , 6985 ATLØY","Org. nr. 898 631 222","Økologisk landbruksproduksjon","Gyldig fra 18.08.2020 til 30.12.2021",61.3454686,4.9419387,0,0,"Vestland","none","Vest Norge DVH","#N/A"
"Olerud Per","Hallumsbakken 38 , 3517 HØNEFOSS","Org. nr. 969 169 738","Økologisk landbruksproduksjon","Gyldig fra 07.10.2020 til 30.12.2021",60.1813111,10.217649,"Hønefoss","Ringerike","Viken","none","VIKEN","RINGERIKE"
"Ølfernes Boer","Utåkervegen 260 , 5453 UTÅKER","Org. nr. 996 018 407","Økologisk landbruksproduksjon","Gyldig fra 24.05.2020 til 30.12.2021",59.771078,5.8801111,"Utåker","Kvinnherad","Vestland","none","Vest Norge DVH","KVINNHERAD"
"Olivino AS","Elvevn. 26 , 3262 LARVIK","Org. nr. 997 044 258","Foredling, import og omsetning","Gyldig fra 05.11.2020 til 30.12.2021",59.0488866,10.0649889,"Larvik","Larvik","Vestfold og Telemark","none","Vestre Østland DVH","LARVIK"
"Ølnes Jostein","Dalestølen 3 , 6873 MARIFJØRA","Org. nr. 992 124 717","Økologisk landbruksproduksjon","Gyldig fra 25.05.2020 til 30.12.2021",61.3467839,7.2445411,"Marifjøra","Luster","Vestland","none","Vest Norge DVH","LUSTER"
"Ølnes Svein","Barsnes 122 , 6856 SOGNDAL","Org. nr. 981 524 446","Økologisk landbruksproduksjon","Gyldig fra 28.09.2020 til 30.12.2021",61.248662,7.1373901,"Sogndal","Sogndal","Vestland","none","Vest Norge DVH","SOGNDAL"
"Olsen Høyås","Vestre Ådal 21 A, Stavlundstøa Gård , 3516 HØNEFOSS","Org. nr. 886 278 462","Økologisk landbruksproduksjon","Gyldig fra 07.07.2020 til 30.12.2021",60.2160978,10.2042441,"Hønefoss","Ringerike","Viken","none","VIKEN","RINGERIKE"
"Olsen Jan P.","Prestholtvegen 44 , 3812 AKKERHAUGEN","Org. nr. 969 102 188","Foredling, import og omsetning","Gyldig fra 02.06.2020 til 30.12.2021",59.388646,9.2294937,"Akkerhaugen","Midt-telemark","Vestfold og Telemark","none","Vestre Østland DVH","#N/A"
"Olsen Linda Elise","Skauna skogen 55 , 7357 SKAUN","Org. nr. 998 656 915","Økologisk landbruksproduksjon","Gyldig fra 02.06.2020 til 30.12.2021",63.2494427,10.0577888,0,0,"none","none","#N/A","#N/A"
"Olsen Marita","Knedalsvn 17 , 8283 LEINESFJORD","Org. nr. 989 112 392","Økologisk landbruksproduksjon","Gyldig fra 26.11.2020 til 30.12.2021",67.7754823,15.0154467,0,0,"none","none","#N/A","#N/A"
"Olsen Mathias","Holte , 3750 DRANGEDAL","Org. nr. 989 419 625","Økologisk landbruksproduksjon","Gyldig fra 01.06.2020 til 30.12.2021",59.0932529,9.0147712,0,"Drangedal","Vestfold og Telemark","none","Vestre Østland DVH","DRANGEDAL"
"Olset Vidar Kåre","Herlandsvegen 174 , 6985 ATLØY","Org. nr. 969 238 012","Økologisk landbruksproduksjon","Gyldig fra 22.04.2020 til 30.12.2021",61.3354535,5.0216909,"Atløy","Askvoll","Vestland","none","Vest Norge DVH","ASKVOLL"
"Olssøn Marianne","Helgøyvegen 960 , 2350 NES PÅ HEDMARK","Org. nr. 992 465 204","Foredling, import og omsetning","Gyldig fra 07.09.2020 til 30.12.2021",60.7223554,10.9864695,"Nes På Hedmark","Ringsaker","Innlandet","none","Vestre Østland DVH","RINGSAKER"
"Oluf Lorentzen AS","Postboks 244 , 1541 VESTBY","Org. nr. 942 535 937","Foredling, import og omsetning","Gyldig fra 07.07.2020 til 30.12.2021",59.6024843,10.7468662,0,0,"none","none","#N/A","#N/A"
"Oma Annhild","Omavegen 139 , 5632 OMASTRAND","Org. nr. 969 139 618","Foredling, import og omsetning","Gyldig fra 07.12.2020 til 30.12.2021",60.2224844,5.9820141,"Omastrand","Kvam","Vestland","none","Vest Norge DVH","KVAM"
"OMBU AS","Tordenskioldsgate 2 , 0160 OSLO","Org. nr. 919 486 155","Foredling, import og omsetning","Gyldig fra 30.11.2020 til 30.12.2021",59.9130553,10.7367939,"Oslo","Oslo","Oslo","Sentrum","Oslo DVH","OSLO"
"Omdahl Ole Werner","Helsethvegen 286 , 2840 REINSVOLL","Org. nr. 969 175 436","Økologisk landbruksproduksjon","Gyldig fra 26.04.2020 til 30.12.2021",60.7055262,10.6821857,"Reinsvoll","Vestre Toten","Innlandet","none","Vestre Østland DVH","VESTRE TOTEN"
"Omdal Ole Magne","Torridalsvegen 240 , 4630 KRISTIANSAND S","Org. nr. 913 027 469","Økologisk landbruksproduksjon","Gyldig fra 27.10.2020 til 30.12.2021",58.1903078,7.9515757,"Kristiansand","Kristiansand","Agder","none","Vest Norge DVH","KRISTIANSAND"
"Omsorgsgården Norderhaug, v/ Piet Zwart","Norderhaug, Åsveien 36 , 2344 ILSENG","Org. nr. 985 005 443","Økologisk landbruksproduksjon","Gyldig fra 03.05.2020 til 30.12.2021",60.7662449,11.2717429,"Ilseng","Stange","Innlandet","none","Vestre Østland DVH","STANGE"
"Onsaker Bjørn Håvard","Svinndalveien, Onsaker Vestre 49 , 1593 SVINNDAL","Org. nr. 987 870 036","Økologisk landbruksproduksjon","Gyldig fra 08.11.2020 til 30.12.2021",59.4249217,11.0226143,"Svinndal","Våler","Viken","none","#N/A","#N/A"
"Opdal Ellen Odny","Sørsivegen 2081 , 7863 OVERHALLA","Org. nr. 871 217 122","Økologisk landbruksproduksjon","Gyldig fra 04.07.2020 til 30.12.2021",64.4480219,11.9163004,"Overhalla","Overhalla","Trøndelag","none","Midt Norge DVH","OVERHALLA"
"Opem Martin","Banglia 66 , 7514 STJØRDAL","Org. nr. 924 509 295","Økologisk landbruksproduksjon","Gyldig fra 30.11.2020 til 30.12.2021",63.4926817,11.0639658,"Stjørdal","Stjørdal","Trøndelag","none","Midt Norge DVH","STJØRDAL"
"Opøien Olav","Gimsvegen 190 , 7224 MELHUS","Org. nr. 975 861 821","Økologisk landbruksproduksjon","Gyldig fra 16.07.2020 til 30.12.2021",63.2792428,10.2618286,"Melhus","Melhus","Trøndelag","none","Midt Norge DVH","MELHUS"
"Opsahl Anne Grøndahl og Jon Erik","Trømborgvn. 263 , 1850 MYSEN","Org. nr. 984 055 870","Økologisk landbruksproduksjon","Gyldig fra 16.07.2020 til 30.12.2021",59.5537841,11.3257465,0,0,"none","none","#N/A","#N/A"
"Opsahl Helge","Åsvegen 775 , 2032 MAURA","Org. nr. 969 926 679","Økologisk landbruksproduksjon","Gyldig fra 11.10.2020 til 30.12.2021",60.2352072,10.9901799,"Maura","Nannestad","Viken","none","VIKEN","NANNESTAD"
"Opsahl Signe","Griniveien 400 B , 1356 BEKKESTUA","Org. nr. 981 225 457","Økologisk landbruksproduksjon","Gyldig fra 11.05.2020 til 30.12.2021",59.9312873,10.5777661,"Bekkestua","Bærum","Viken","none","VIKEN","BÆRUM"
"Optipharma as","Hestehagen 2 , 1448 DRØBAK","Org. nr. 995 227 371","Foredling, import og omsetning","Gyldig fra 20.10.2020 til 30.12.2021",59.6695502,10.6613253,"Drøbak","Frogn","Viken","none","VIKEN","FROGN"
"Opus Ingredients AS","Leirvikflaten 9 , 5179 GODVIK","Org. nr. 954 991 679","Foredling, import og omsetning","Gyldig fra 18.10.2020 til 30.12.2021",60.3777228,5.2094538,"Godvik","Bergen","Vestland","Laksevåg","Vest Norge DVH","BERGEN"
"Orbis Wines AS","PB 93, Skøyen , 0212 OSLO","Org. nr. 916 803 842","Foredling, import og omsetning","Gyldig fra 01.06.2020 til 30.12.2021",59.9228264,10.6793482,0,0,"Oslo","none","OSLO","OSLO"
"Organia AS","Liastølveien 7B , 4027 STAVANGER","Org. nr. 820 690 222","Foredling, import og omsetning","Gyldig fra 15.09.2020 til 30.12.2021",58.9829268,5.6905977,"Stavanger","Stavanger","Rogaland","none","Vest Norge DVH","STAVANGER"
"Organic Beauty AS","Stubbveien 16 , 3208 SANDEFJORD","Org. nr. 822 299 962","Foredling, import og omsetning","Gyldig fra 29.11.2020 til 30.12.2021",59.1196212,10.2223719,"Sandefjord","Sandefjord","Vestfold og Telemark","none","Vestre Østland DVH","SANDEFJORD"
"Organic Feel Good AS","Hedalsveien 151 , 3524 NES I ÅDAL","Org. nr. 812 245 732","Foredling, import og omsetning","Gyldig fra 25.05.2020 til 30.12.2021",60.5503793,9.8398573,"Nes i Ådal","Ringerike","Viken","none","VIKEN","RINGERIKE"
"Organic Living","Ny-paradis 70 , 5230 PARADIS","Org. nr. 814 178 072","Foredling, import og omsetning","Gyldig fra 29.11.2020 til 30.12.2021",60.3382798,5.3379411,"Paradis","Bergen","Vestland","Fana","Vest Norge DVH","BERGEN"
"Orkla Confectionery & Snacks Norge","Kvennomslinna 51 , 2848 SKREIA","Org. nr. 940 712 580","Foredling, import og omsetning","Gyldig fra 30.11.2020 til 30.12.2021",60.6503739,10.9332629,"Skreia","Østre Toten","Innlandet","none","Vestre Østland DVH","ØSTRE TOTEN"
"Orkla Foods Norge AS","Postboks 423 , 0213 OSLO","Org. nr. 916 170 858","Foredling, import og omsetning","Gyldig fra 27.09.2020 til 30.12.2021",59.9138688,10.7522454,0,0,"none","none","#N/A","#N/A"
"Orkla Foods Norge avd Råbekken (Fredrikstad)","Stabburvn. 22 , 1617 FREDRIKSTAD","Org. nr. 916 170 858","Foredling, import og omsetning","Gyldig fra 29.03.2020 til 30.12.2021",59.2419395,10.9738685,"Fredrikstad","Fredrikstad","Viken","none","VIKEN","FREDRIKSTAD"
"Orkla Foods Norge avd Rygge (Idun)","Industrivn. 1 , 1580 RYGGE","Org. nr. 973 072 943","Foredling, import og omsetning","Gyldig fra 25.05.2020 til 30.12.2021",59.3174726,10.7440658,0,0,"Viken","none","#N/A","#N/A"
"Ormbostad Øystein","Ormbostadvegen 165 , 6590 TUSTNA","Org. nr. 986 386 173","Økologisk landbruksproduksjon","Gyldig fra 17.05.2020 til 30.12.2021",63.2222152,8.2683929,"Foldfjorden","Aure","Møre og Romsdal","none","Midt Norge DVH","AURE"
"Orset Hans","Slettnesvegen 95 , 6639 TORVIKBUKT","Org. nr. 969 130 645","Økologisk landbruksproduksjon","Gyldig fra 17.05.2020 til 30.12.2021",62.9455048,7.8712982,"Torvikbukt","Gjemnes","Møre og Romsdal","none","Midt Norge DVH","GJEMNES"
"Os Ingulf","Almannveien 71 , 2550 OS I ØSTERDALEN","Org. nr. 969 358 050","Foredling, import og omsetning","Gyldig fra 03.02.2020 til 30.12.2021",62.4998492,11.1937118,"Os i Østerdalen","Os","Innlandet","none","Vestre Østland DVH","#N/A"
"Oseassen Ernst Ivar","Skeimeveien 19 , 4560 Vanse","Org. nr. 970 588 159","Økologisk landbruksproduksjon","Gyldig fra 16.08.2020 til 30.12.2021",58.0956453,6.6759222,"Vanse","Farsund","Agder","none","Vest Norge DVH","FARSUND"
"Osgjerd Brit Ingvild","Tjukkebygdsvegen 461 , 5700 VOSS","Org. nr. 981 871 219","Foredling, import og omsetning","Gyldig fra 10.03.2020 til 30.12.2021",60.6438124,6.5020206,"Voss","Voss","Vestland","none","Vest Norge DVH","VOSS"
"Oskar Sylte Mineralvannfabrikk AS","Eikremsvingen 1 , 6422 MOLDE","Org. nr. 962 018 025","Foredling, import og omsetning","Gyldig fra 25.03.2020 til 30.12.2021",62.7468636,7.250088,"Molde","Molde","Møre og Romsdal","none","Midt Norge DVH","MOLDE"
"Osland Settefisk AS avd. Sygna lokalitet 12165","Sørebø , 5962 BJORDAL","Org. nr. 997 623 193","Økologisk akvakultur","Gyldig fra 21.04.2020 til 30.12.2021",61.0645154,5.901994,0,0,"Vestland","none","Vest Norge DVH","#N/A"
"Osland Stamfisk AS avd. Bjordal, Lokalitet 12180 Osland II","Sørsidevegen 2966 , 5962 BJORDAL","Org. nr. 919 602 775","Økologisk akvakultur","Gyldig fra 03.11.2020 til 30.12.2021",61.0718067,5.8024869,"Bjordal","Høyanger","Vestland","none","Vest Norge DVH","HØYANGER"
"Oslo kommune Bymiljøetaten","Postboks 636, Løren , 0507 OSLO","Org. nr. 996 922 766","Økologisk landbruksproduksjon","Gyldig fra 15.11.2020 til 30.12.2021",59.9309969,10.799287,0,0,"Oslo","none","OSLO","OSLO"
"Østebø Nina og Ole Johan","Vormestrandsveien 644 , 4235 HEBNES","Org. nr. 981 651 219","Økologisk landbruksproduksjon","Gyldig fra 14.09.2020 til 30.12.2021",59.4068855,5.923026,"Hebnes","Suldal","Rogaland","none","Vest Norge DVH","SULDAL"
"Østebrød Magnus","Skadbergstrondveien 20, Skadberg gård , 4374 EGERSUND","Org. nr. 923 537 155","Økologisk landbruksproduksjon","Gyldig fra 03.05.2020 til 30.12.2021",58.4601386,5.9174809,"Egersund","Eigersund","Rogaland","none","Vest Norge DVH","EIGERSUND"
"Østfold Fylkeskommune - kantine","Postboks 220 , 1702 SARPSBORG","Org. nr. 974 544 07","Servering av økologisk mat og drikke","Gyldig fra 20.08.2020 til 30.12.2021",59.2840729,11.1094028,0,0,"none","none","#N/A","#N/A"
"Østfold overflatebehandling","Sluttningen48 , 1827 HOBØL","Org. nr. 979 143 613","Økologisk landbruksproduksjon","Gyldig fra 06.10.2020 til 30.12.2021",59.6262219,11.0256631,0,0,"Viken","none","#N/A","#N/A"
"Østgård Stig Schjerven","Mosengveien 77 , 2550 OS I ØSTERDALEN","Org. nr. 986 260 501","Økologisk landbruksproduksjon","Gyldig fra 23.09.2020 til 30.12.2021",62.5040745,11.1576473,0,0,"Innlandet","none","Vestre Østland DVH","#N/A"
"Østigård Bjørnar Hansen","Torvikeidet 81 , 6320 ISFJORDEN","Org. nr. 986 100 601","Økologisk landbruksproduksjon","Gyldig fra 17.03.2020 til 30.12.2021",62.5586906,7.5656893,0,0,"none","none","#N/A","#N/A"
"Østlund Anders","Grøttingsjordveien 17 , 2410 HERNES","Org. nr. 970 550 631","Økologisk landbruksproduksjon","Gyldig fra 16.08.2020 til 30.12.2021",60.931904,11.6326171,0,0,"none","none","#N/A","#N/A"
"Østre Namdal Reinbeitedistrikt - Tjåehkere Sitje","Stallvikveien 2173 , 7893 SKOROVATN","Org. nr. 975 740 560","Økologisk landbruksproduksjon","Gyldig fra 16.08.2020 til 30.12.2021",64.643827,13.1133847,0,0,"none","none","#N/A","#N/A"
"Østre Sønsteby gård DA","Sønstebyvegen 249 , 2843 EINA","Org. nr. 819 434 352","Økologisk landbruksproduksjon","Gyldig fra 16.11.2020 til 30.12.2021",60.5687392,10.5676102,"Eina","Vestre Toten","Innlandet","none","Vestre Østland DVH","VESTRE TOTEN"
"Østvang Olav","Gammelveien 459 , 2542 VINGELEN","Org. nr. 969 891 883","Økologisk landbruksproduksjon","Gyldig fra 29.10.2020 til 30.12.2021",62.4223796,10.9265301,"Vingelen","Tolga","Innlandet","none","Vestre Østland DVH","TOLGA"
"Ottadalen Mølle A/L","Bergomsvegen 49 , 2686 LOM","Org. nr. 913 980 484","Foredling, import og omsetning","Gyldig fra 28.10.2020 til 30.12.2021",61.8416894,8.5577084,"Lom","Lom","Innlandet","none","Vestre Østland DVH","LOM"
"Otten Økologisk Birøkt","Risengveien 171 , 1814 ASKIM","Org. nr. 924 663 715","Økologisk landbruksproduksjon","Gyldig fra 11.11.2020 til 30.12.2021",59.5727151,11.1836931,"Askim","Indre Østfold","Viken","none","VIKEN","ASKIM"
"Otterhjell Andreas","Lustravegen 4867 , 6877 FORTUN","Org. nr. 869 413 542","Økologisk landbruksproduksjon","Gyldig fra 09.06.2020 til 30.12.2021",61.4894063,7.6838666,"Fortun","Luster","Vestland","none","Vest Norge DVH","LUSTER"
"Ottersland Tom Øyvind","Sørskogbygdvn. 2243 , 2412 SØRSKOGBYGDA","Org. nr. 912 300 684","Økologisk landbruksproduksjon","Gyldig fra 15.09.2020 til 30.12.2021",60.8862749,11.9862691,"Sørskogbygda","Elverum","Innlandet","none","Vestre Østland DVH","ELVERUM"
"Oustorp Rolf Magne","Røsægveien 246 , 1890 RAKKESTAD","Org. nr. 984 094 582","Økologisk landbruksproduksjon","Gyldig fra 19.11.2020 til 30.12.2021",59.4625909,11.2366546,"Rakkestad","Rakkestad","Viken","none","VIKEN","RAKKESTAD"
"Øver-Bakken AS Øver-Bakken Økologiske kaffebrenneri","Marenbakken 4 , 7670 INDERØY","Org. nr. 917 960 992","Foredling, import og omsetning","Gyldig fra 04.02.2020 til 30.12.2021",63.8713821,11.2955313,"Inderøy","Inderøy","Trøndelag","none","Midt Norge DVH","INDERØY"
"Øver-Bakken Skorem","Marenbakken 4 , 7670 INDERØY","Org. nr. 916 291 876","Økologisk landbruksproduksjon","Gyldig fra 10.11.2020 til 30.12.2021",63.8713821,11.2955313,"Inderøy","Inderøy","Trøndelag","none","Midt Norge DVH","INDERØY"
"Øverås Leif","Ny Jord-vegen 82 , 6390 VESTNES","Org. nr. 970 316 132","Økologisk landbruksproduksjon","Gyldig fra 10.11.2020 til 30.12.2021",62.6254877,6.9709778,"Vestnes","Vestnes","Møre og Romsdal","none","Midt Norge DVH","VESTNES"
"Øvergaard Sara M.","Storlidalsvegen 238 , 7342 LØNSET","Org. nr. 813 910 772","Økologisk landbruksproduksjon","Gyldig fra 16.03.2020 til 30.12.2021",62.5997622,9.3299029,"Lønset","Oppdal","Trøndelag","none","Midt Norge DVH","OPPDAL"
"Overhalla Storkjøkken","Ferjemannsvn 6 , 7863 OVERHALLA","Org. nr. 938 889 660 0","Servering av økologisk mat og drikke","Gyldig fra 08.11.2020 til 30.12.2021",64.491697,11.9459206,"Overhalla","Overhalla","Trøndelag","none","Midt Norge DVH","OVERHALLA"
"Øverland Andelslandbruk SA","Gml Ringeriksvei 123 , 1356 BEKKESTUA","Org. nr. 990 331 847","Økologisk landbruksproduksjon","Gyldig fra 06.10.2020 til 30.12.2021",59.9316762,10.5609965,"Bekkestua","Bærum","Viken","none","VIKEN","BÆRUM"
"Øverland Marius","Voldsv. 672 , 3739 SKIEN","Org. nr. 916 478 666","Økologisk landbruksproduksjon","Gyldig fra 29.06.2020 til 30.12.2021",59.1086776,9.4030705,0,"Skien","Vestfold og Telemark","none","Vestre Østland DVH","SKIEN"
"Øverlien Leif","Tingnesveien 215 , 2353 STAVSJØ","Org. nr. 979 330 863","Økologisk landbruksproduksjon","Gyldig fra 29.06.2020 til 30.12.2021",60.7932483,10.8670354,"Stavsjø","Ringsaker","Innlandet","none","Vestre Østland DVH","RINGSAKER"
"Øvre Mundal Samdrift DA","Mundalsvegen 60 , 6848 FJÆRLAND","Org. nr. 983 638 848","Økologisk landbruksproduksjon","Gyldig fra 03.12.2020 til 30.12.2021",61.4035841,6.7290389,"Fjærland","Sogndal","Vestland","none","Vest Norge DVH","SOGNDAL"
"Øvre Uvdal Samdrift DA","Uvdalsvegen 2102 , 3632 UVDAL","Org. nr. 986 078 177","Økologisk landbruksproduksjon","Gyldig fra 05.08.2020 til 30.12.2021",60.268594,8.596743,"Uvdal","Nore og Uvdal","Viken","none","VIKEN","NORE OG UVDAL"
"Øvrebø Bruk v/ Olfert Øvrebø","Øvrabø 79 , 6879 SOLVORN","Org. nr. 979 669 496","Økologisk landbruksproduksjon","Gyldig fra 22.04.2020 til 30.12.2021",61.3020263,7.2299535,"Solvorn","Luster","Vestland","none","Vest Norge DVH","LUSTER"
"Øvrehus Jarle K","Austrepollen 226 , 5476 MAURANGER","Org. nr. 990 732 965","Økologisk landbruksproduksjon","Gyldig fra 04.10.2020 til 30.12.2021",60.1316231,6.3235507,"Mauranger","Kvinnherad","Vestland","none","Vest Norge DVH","KVINNHERAD"
"Øvretveit Siri","Utanpådalen 58 , 5381 GLESVÆR","Org. nr. 987 632 828","Foredling, import og omsetning","Gyldig fra 08.11.2020 til 30.12.2021",60.2081964,5.0330245,"Glesvær","Øygarden","Vestland","none","Vest Norge DVH","ØYGARDEN"
"Øvrevik Krister","Nordmørsvegen 1865 , 6622 ÅLVUNDFJORD","Org. nr. 977 546 087","Økologisk landbruksproduksjon","Gyldig fra 07.10.2020 til 30.12.2021",62.8295036,8.5283035,"Ålvundfjord","Sunndal","Møre og Romsdal","none","Midt Norge DVH","SUNNDAL"
"Øya vidaregåande skole","Kvålsvegen 133 , 7228 KVÅL","Org. nr. 989 137 913","Foredling, import og omsetning","Gyldig fra 30.03.2020 til 30.12.2021",63.2368092,10.2753549,"Kvål","Melhus","Trøndelag","none","Midt Norge DVH","MELHUS"
"Øyafestivalen","Torggata 5 , 0181 OSLO","Org. nr. 893 035 052","Servering av økologisk mat og drikke","Gyldig fra 04.11.2020 til 30.12.2021",59.9134022,10.747521,"Oslo","Oslo","Oslo","Sentrum","Oslo DVH","OSLO"
"Paalgard Jørn","Strandvegen 175 a , 2316 HAMAR","Org. nr. 985 722 420","Økologisk landbruksproduksjon","Gyldig fra 06.10.2020 til 30.12.2021",60.8052611,11.0259653,"Hamar","Hamar","Innlandet","none","Vestre Østland DVH","HAMAR"
"Padmax AS","Rasmus Rønnebergsgt 6, Kremmergården , 6002 ÅLESUND","Org. nr. 992 597 046","Foredling, import og omsetning","Gyldig fra 24.03.2020 til 30.12.2021",62.471703,6.1546059,"Ålesund","Ålesund","Møre og Romsdal","none","Midt Norge DVH","ÅLESUND"
"Pål H Dobloug Maskin A/S","Kongsvegen 581 , 2322 RIDABU","Org. nr. 995 699 087","Økologisk landbruksproduksjon","Gyldig fra 07.10.2020 til 30.12.2021",60.7995392,11.2370578,"Ridabu","Hamar","Innlandet","none","Vestre Østland DVH","HAMAR"
"Palmer Group AS","Postboks 93 Skøyen , 0212 OSLO","Org. nr. 977 320 011","Foredling, import og omsetning","Gyldig fra 17.11.2020 til 30.12.2021",59.9228264,10.6793482,0,0,"Oslo","none","OSLO","OSLO"
"Palmer Wine AS","Strandveien 55 , 1366 LYSAKER","Org. nr. 984 321 899","Foredling, import og omsetning","Gyldig fra 01.12.2020 til 30.12.2021",59.9093656,10.6398461,"Lysaker","Bærum","Viken","none","VIKEN","BÆRUM"
"Pals AS","Postboks 214 , 1377 BILLINGSTAD","Org. nr. 915 101 739","Foredling, import og omsetning","Gyldig fra 30.09.2020 til 30.12.2021",59.8765171,10.4795116,0,0,"none","none","#N/A","#N/A"
"Pan Banan SA","Håndverksveien 31 , 1405 LANGHUS","Org. nr. 960 254 724","Foredling, import og omsetning","Gyldig fra 30.09.2020 til 30.12.2021",59.7671941,10.8334213,"Langhus","Nordre Follo","Viken","none","VIKEN","#N/A"
